Time,True X,True Y,True Z,True VX,True VY,True VZ,True qw,True qx,True qy,True qz,True wx,True wy,True wz,Barometer,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,GPS Latitude,GPS Longitude,GPS Altitude,Estimated X,Estimated Y,Estimated Z,Estimated VX,Estimated VY,Estimated VZ,Estimated aX,Estimated aY,Estimated aZ,Estimated qw,Estimated qx,Estimated qy,Estimated qz,Estimated wx,Estimated wy,Estimated wz,Estimated Cbx,Estimated Cby,Estimated Cbz,Error Signal,Controller Output,Airbrake Deployment Level
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.01635354],[nan],[nan],[nan],[-0.00098167],[0.00030192],[0.00084554],[-0.00442625],[-0.03408064],[0.98960062],[32.99024512],[-106.97499729],[-0.7980382],[0.04067422],[-0.60577613],[0.01503758],[0.],[0.],[0.],[0.49999988],[-0.50000012],[-0.49999984],[-0.50000016],[-0.00094002],[0.00028911],[0.00080966],[-0.00094002],[0.00028911],[0.00080966],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.04067422],[-0.60577613],[0.01503758],[0.],[0.],[0.],[0.50000008],[-0.50000195],[-0.49999729],[-0.50000068],[-0.00094002],[0.00028911],[0.00080966],[-0.00094002],[0.00028911],[0.00080966],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.03098056],[9.75552947],[-0.00036257],[0.00069355],[-0.00114273],[-8.10747772e-05],[0.00078071],[0.06277201],[0.06353971],[0.99882229],[nan],[nan],[nan],[0.04067421],[-0.60577612],[0.02303785],[-2.83608562e-06],[6.61665693e-06],[0.00743158],[0.49999996],[-0.50000346],[-0.49999599],[-0.50000059],[-0.00110951],[-2.01261179e-05],[0.00078516],[-0.00110951],[-2.01261179e-05],[0.00078516],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.0406742],[-0.60577608],[0.023075],[-4.25433614e-06],[9.92548653e-06],[0.00717598],[0.49999953],[-0.50000585],[-0.49999364],[-0.50000097],[-0.00110951],[-2.01261179e-05],[0.00078516],[-0.00110951],[-2.01261179e-05],[0.00078516],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.01642494],[9.75594425],[-0.0017567],[-0.00053853],[0.0002295],[0.00042856],[0.00120784],[0.0184451],[-0.00638472],[0.9820521],[nan],[nan],[nan],[0.04067418],[-0.60577604],[0.00955542],[-9.12100547e-06],[1.00964412e-05],[-0.03187172],[0.49999898],[-0.50000853],[-0.49999152],[-0.50000096],[4.53378769e-06],[0.00035405],[0.00113773],[4.53378769e-06],[0.00035405],[0.00113773],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.04067413],[-0.60577599],[0.00939606],[-1.71450926e-05],[7.40107473e-06],[-0.03212526],[0.50000085],[-0.50000951],[-0.49998967],[-0.49999997],[4.53378769e-06],[0.00035405],[0.00113773],[4.53378769e-06],[0.00035405],[0.00113773],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.04067405],[-0.60577595],[0.00923543],[-2.51691798e-05],[4.70570826e-06],[-0.0323788],[0.50000273],[-0.50001048],[-0.49998781],[-0.49999899],[4.53378769e-06],[0.00035405],[0.00113773],[4.53378769e-06],[0.00035405],[0.00113773],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.04698034],[9.75394869],[0.00053877],[-0.00011524],[9.13275609e-05],[3.16751464e-07],[-0.00012177],[0.01246181],[0.04227535],[1.03444534],[nan],[nan],[nan],[0.04067394],[-0.60577594],[-0.00677994],[-2.0821029e-05],[3.88537007e-06],[-0.13120436],[0.50000416],[-0.50001088],[-0.49998719],[-0.49999777],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.04067384],[-0.60577592],[-0.00743596],[-1.66121855e-05],[3.03757056e-06],[-0.13146783],[0.50000436],[-0.50001077],[-0.49998719],[-0.49999768],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.04067375],[-0.6057759],[-0.0080933],[-1.2403342e-05],[2.18977104e-06],[-0.1317313],[0.50000456],[-0.50001066],[-0.49998719],[-0.49999759],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[7.96698578e-05],[4.40331637e-05],[3.57995132e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
