Time,True X,True Y,True Z,True VX,True VY,True VZ,True qw,True qx,True qy,True qz,True wx,True wy,True wz,Barometer,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,GPS Latitude,GPS Longitude,GPS Altitude,Estimated X,Estimated Y,Estimated Z,Estimated VX,Estimated VY,Estimated VZ,Estimated aX,Estimated aY,Estimated aZ,Estimated qw,Estimated qx,Estimated qy,Estimated qz,Estimated wx,Estimated wy,Estimated wz,Estimated Cbx,Estimated Cby,Estimated Cbz,Error Signal,Controller Output,Airbrake Deployment Level
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.24619086],[nan],[nan],[nan],[-0.00030725],[0.00027406],[-5.85217604e-06],[-0.04761594],[-0.02016579],[0.98226613],[32.99025876],[-106.97498368],[-1.95760633],[0.82371194],[0.32478267],[0.24242837],[0.],[0.],[0.],[0.50000011],[-0.49999989],[-0.49999972],[-0.50000028],[-0.00029421],[0.00026243],[-5.60387941e-06],[-0.00029421],[0.00026243],[-5.60387941e-06],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.82371194],[0.32478267],[0.24242837],[0.],[0.],[0.],[0.50000007],[-0.49999992],[-0.49999903],[-0.50000098],[-0.00029421],[0.00026243],[-5.60387941e-06],[-0.00029421],[0.00026243],[-5.60387941e-06],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.0033252],[9.75667564],[-0.00206221],[-9.66768927e-05],[-0.00044809],[-0.00101193],[-0.00118018],[0.00490063],[0.02694896],[0.99457343],[nan],[nan],[nan],[0.82371189],[0.32478265],[0.11909758],[-2.06191316e-05],[-1.30617886e-06],[-0.12292245],[0.49999999],[-0.49999982],[-0.49999866],[-0.50000153],[-0.00042406],[-0.00080241],[-0.00098718],[-0.00042406],[-0.00080241],[-0.00098718],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.82371178],[0.32478264],[0.11848297],[-3.09303202e-05],[-1.95944273e-06],[-0.12317232],[0.49999723],[-0.50000012],[-0.50000036],[-0.50000229],[-0.00042406],[-0.00080241],[-0.00098718],[-0.00042406],[-0.00080241],[-0.00098718],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.1625383],[9.7561128],[0.00187684],[-0.00123044],[-0.00017507],[0.0011344],[0.00056975],[-0.00279164],[0.04481779],[1.00538394],[nan],[nan],[nan],[0.82371163],[0.32478264],[0.13318332],[-3.13026948e-05],[-5.32428284e-06],[-0.07959155],[0.499994],[-0.49999994],[-0.50000283],[-0.50000323],[-0.00021492],[0.00080932],[0.00030887],[-0.00021492],[0.00080932],[0.00030887],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.82371147],[0.32478261],[0.13278536],[-2.25374683e-05],[-1.12104721e-05],[-0.07984423],[0.49999513],[-0.49999958],[-0.50000116],[-0.50000413],[-0.00021492],[0.00080932],[0.00030887],[-0.00021492],[0.00080932],[0.00030887],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.82371136],[0.32478255],[0.13238614],[-1.37722418e-05],[-1.70966614e-05],[-0.08009691],[0.49999626],[-0.49999922],[-0.4999995],[-0.50000502],[-0.00021492],[0.00080932],[0.00030887],[-0.00021492],[0.00080932],[0.00030887],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.05979191],[9.7573255],[-0.00020279],[0.00147274],[3.19007715e-05],[-0.00019653],[-4.96833296e-05],[0.01358277],[0.03776905],[1.0440325],[nan],[nan],[nan],[0.82371128],[0.32478245],[0.07774608],[-1.52111367e-05],[-9.97705313e-06],[-0.41755445],[0.49999735],[-0.49999827],[-0.49999905],[-0.50000533],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.8237112],[0.3247824],[0.07565831],[-1.65453713e-05],[-2.99699978e-06],[-0.4178011],[0.49999725],[-0.49999835],[-0.49999914],[-0.50000525],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.82371112],[0.32478238],[0.0735693],[-1.7879606e-05],[3.98305357e-06],[-0.41804775],[0.49999716],[-0.49999843],[-0.49999924],[-0.50000517],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3.28297282e-07],[-7.06435642e-05],[-5.16052119e-06],[3500.],[3500.],[3500.],0.0,0.0,0.0
