Time,True X,True Y,True Z,True VX,True VY,True VZ,True qw,True qx,True qy,True qz,True wx,True wy,True wz,Barometer,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,GPS Latitude,GPS Longitude,GPS Altitude,Estimated X,Estimated Y,Estimated Z,Estimated VX,Estimated VY,Estimated VZ,Estimated aX,Estimated aY,Estimated aZ,Estimated qw,Estimated qx,Estimated qy,Estimated qz,Estimated wx,Estimated wy,Estimated wz,Estimated Cbx,Estimated Cby,Estimated Cbz,Error Signal,Controller Output,Airbrake Deployment Level
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.13026368],[nan],[nan],[nan],[0.00118903],[-0.00076645],[-0.00068363],[0.02964552],[-0.03977114],[0.96388944],[32.99026708],[-106.97499962],[-1.21426389],[-0.09293691],[0.89251119],[-0.13186366],[0.],[0.],[0.],[0.49999971],[-0.50000029],[-0.49999996],[-0.50000004],[0.00113858],[-0.00073393],[-0.00065463],[0.00113858],[-0.00073393],[-0.00065463],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293691],[0.89251119],[-0.13186366],[0.],[0.],[0.],[0.4999994],[-0.49999897],[-0.50000312],[-0.49999852],[0.00113858],[-0.00073393],[-0.00065463],[0.00113858],[-0.00073393],[-0.00065463],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.16189389],[9.75671578],[-0.00014855],[0.00127453],[0.0002075],[0.00106688],[0.00132478],[0.01119047],[-0.00732474],[1.00585768],[nan],[nan],[nan],[-0.09293692],[0.89251123],[-0.1469348],[-2.12836381e-06],[1.35068454e-05],[-0.01545836],[0.49999903],[-0.49999768],[-0.50000631],[-0.49999698],[0.00036322],[0.00077034],[0.00099868],[0.00036322],[0.00077034],[0.00099868],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293693],[0.89251129],[-0.14701209],[-3.19271466e-06],[2.02612716e-05],[-0.01570803],[0.50000169],[-0.49999751],[-0.50000456],[-0.49999624],[0.00036322],[0.00077034],[0.00099868],[0.00036322],[0.00077034],[0.00099868],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.0781743],[9.75697624],[-2.38879351e-05],[0.00277067],[-0.00038766],[0.00045339],[-0.00024943],[0.03625443],[-0.00797939],[0.88802608],[nan],[nan],[nan],[-0.09293695],[0.89251142],[-0.06985507],[-3.68478763e-06],[3.06920365e-05],[0.2050765],[0.50000419],[-0.49999708],[-0.50000329],[-0.49999544],[-0.00026215],[0.00050557],[-3.98924334e-05],[-0.00026215],[0.00050557],[-3.98924334e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293696],[0.89251158],[-0.06882969],[-3.65433944e-06],[4.45084773e-05],[0.20482813],[0.50000444],[-0.49999673],[-0.50000238],[-0.49999645],[-0.00026215],[0.00050557],[-3.98924334e-05],[-0.00026215],[0.00050557],[-3.98924334e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293698],[0.8925118],[-0.06780555],[-3.62389125e-06],[5.83249182e-05],[0.20457976],[0.5000047],[-0.49999637],[-0.50000147],[-0.49999746],[-0.00026215],[0.00050557],[-3.98924334e-05],[-0.00026215],[0.00050557],[-3.98924334e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.03763272],[9.75540942],[0.00092596],[-0.00011935],[-0.00010537],[0.00073122],[-0.00012252],[0.01172623],[-0.05188192],[1.09499544],[nan],[nan],[nan],[-0.09293699],[0.89251207],[-0.05853832],[1.1161432e-06],[5.73029574e-05],[0.25557914],[0.50000484],[-0.49999669],[-0.49999967],[-0.4999988],[-0.00012493],[0.000703],[-0.00011199],[-0.00012493],[0.000703],[-0.00011199],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293699],[0.89251236],[-0.05726042],[5.81611681e-06],[5.6441926e-05],[0.25532298],[0.50000543],[-0.49999583],[-0.49999877],[-0.49999997],[-0.00012493],[0.000703],[-0.00011199],[-0.00012493],[0.000703],[-0.00011199],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293696],[0.89251264],[-0.05598381],[1.05160904e-05],[5.55808946e-05],[0.25506681],[0.50000601],[-0.49999497],[-0.49999788],[-0.50000115],[-0.00012493],[0.000703],[-0.00011199],[-0.00012493],[0.000703],[-0.00011199],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.06971238],[9.75642157],[0.0020104],[-0.0020011],[-0.00067448],[-0.00099851],[0.00097383],[0.01274909],[0.04515809],[1.08782929],[nan],[nan],[nan],[-0.0929369],[0.8925129],[-0.05865297],[2.06883507e-05],[4.46070479e-05],[0.21982124],[0.50000589],[-0.49999359],[-0.49999892],[-0.5000016],[-0.00060634],[-0.00078635],[0.00083752],[-0.00060634],[-0.00078635],[0.00083752],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293679],[0.89251312],[-0.05755386],[3.07881459e-05],[3.37707433e-05],[0.21957006],[0.5000052],[-0.49999638],[-0.49999809],[-0.50000033],[-0.00060634],[-0.00078635],[0.00083752],[-0.00060634],[-0.00078635],[0.00083752],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.06,0.0,0.0,3.66493339001693e-06,0.0,0.0,0.004237256157134099,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293664],[0.89251329],[-0.05645601],[4.0887941e-05],[2.29344387e-05],[0.21931889],[0.5000045],[-0.49999917],[-0.49999727],[-0.49999906],[-0.00060634],[-0.00078635],[0.00083752],[-0.00060634],[-0.00078635],[0.00083752],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.065,0.0,0.0,0.00010953431198894576,0.0,0.0,0.0457737416478075,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.024482],[12.80827011],[0.00175342],[-0.00016918],[0.00037367],[-0.00125366],[-3.32942584e-05],[-0.01515719],[0.02661973],[0.99404368],[nan],[nan],[nan],[-0.09293633],[0.89251334],[-0.03453888],[5.65910347e-05],[1.5783868e-05],[0.44856599],[0.49985387],[-0.49995994],[-0.50022975],[-0.49995636],[0.00025098],[-0.00119542],[7.5391363e-05],[0.00025098],[-0.00119542],[7.5391363e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.07,0.0,0.0,0.0005352417218759621,0.0,0.0,0.13194948838401183,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.09293605],[0.89251342],[-0.03229605],[6.39833148e-05],[1.68066355e-05],[0.46350327],[0.49985278],[-0.49996122],[-0.50023146],[-0.49995446],[0.00025098],[-0.00119542],[7.5391363e-05],[0.00025098],[-0.00119542],[7.5391363e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
