Time,True X,True Y,True Z,True VX,True VY,True VZ,True qw,True qx,True qy,True qz,True wx,True wy,True wz,Barometer,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,GPS Latitude,GPS Longitude,GPS Altitude,Estimated X,Estimated Y,Estimated Z,Estimated VX,Estimated VY,Estimated VZ,Estimated aX,Estimated aY,Estimated aZ,Estimated qw,Estimated qx,Estimated qy,Estimated qz,Estimated wx,Estimated wy,Estimated wz,Estimated Cbx,Estimated Cby,Estimated Cbz,Error Signal,Controller Output,Airbrake Deployment Level
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.04903622],[nan],[nan],[nan],[0.00019956],[-0.00120292],[0.00048442],[0.01409347],[-0.05275798],[0.96570994],[32.99030034],[-106.97501342],[0.04427044],[-0.8871536],[3.16283764],[0.0489797],[0.],[0.],[0.],[0.49999972],[-0.50000028],[-0.49999984],[-0.50000016],[0.00019109],[-0.00115189],[0.00046387],[0.00019109],[-0.00115189],[0.00046387],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.8871536],[3.16283764],[0.0489797],[0.],[0.],[0.],[0.4999991],[-0.50000206],[-0.50000094],[-0.4999979],[0.00019109],[-0.00115189],[0.00046387],[0.00019109],[-0.00115189],[0.00046387],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.11854599],[9.75712056],[-0.00035613],[-0.00102316],[-0.00075832],[-0.00038483],[0.00039541],[-0.03858095],[-0.01193935],[1.02400073],[nan],[nan],[nan],[-0.88715361],[3.16283762],[0.08389057],[-3.10230944e-06],[-9.07161423e-06],[0.0341602],[0.49999866],[-0.5000039],[-0.50000157],[-0.49999588],[-0.00060128],[-0.00051195],[0.0004066],[-0.00060128],[-0.00051195],[0.0004066],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.88715362],[3.16283758],[0.08406137],[-4.65367514e-06],[-1.360808e-05],[0.03391255],[0.49999777],[-0.50000579],[-0.50000095],[-0.49999548],[-0.00060128],[-0.00051195],[0.0004066],[-0.00060128],[-0.00051195],[0.0004066],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.0049765],[9.75689142],[-6.76262921e-05],[0.00085856],[-2.15655705e-05],[0.0006911],[0.00018873],[-0.03541182],[-0.07188468],[1.03015988],[nan],[nan],[nan],[-0.88715365],[3.1628375],[0.05364479],[-5.34460817e-06],[-1.31495379e-05],[-0.05386744],[0.49999739],[-0.50000792],[-0.49999869],[-0.499996],[-0.0001186],[0.00048873],[0.00022648],[-0.0001186],[0.00048873],[0.00022648],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.88715367],[3.16283743],[0.05337545],[-5.25355387e-06],[-8.12626876e-06],[-0.05411622],[0.49999814],[-0.50000774],[-0.49999764],[-0.49999648],[-0.0001186],[0.00048873],[0.00022648],[-0.0001186],[0.00048873],[0.00022648],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.8871537],[3.16283739],[0.05310487],[-5.16249957e-06],[-3.10299961e-06],[-0.054365],[0.49999888],[-0.50000756],[-0.4999966],[-0.49999695],[-0.0001186],[0.00048873],[0.00022648],[-0.0001186],[0.00048873],[0.00022648],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.00265675],[9.75557239],[0.00076464],[0.00125332],[0.00092276],[2.36926259e-05],[0.00062843],[-0.00680721],[-0.04828759],[1.03183314],[nan],[nan],[nan],[-0.88715372],[3.16283737],[0.0386419],[-6.33387943e-07],[3.47469249e-06],[-0.14284759],[0.49999989],[-0.50000783],[-0.49999421],[-0.49999807],[0.00079234],[8.26264262e-05],[0.00057838],[0.00079234],[8.26264262e-05],[0.00057838],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.88715372],[3.16283739],[0.03792766],[3.84968298e-06],[1.0026246e-05],[-0.14310294],[0.5000017],[-0.50000746],[-0.49999438],[-0.49999646],[0.00079234],[8.26264262e-05],[0.00057838],[0.00079234],[8.26264262e-05],[0.00057838],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[-0.8871537],[3.16283744],[0.03721215],[8.3327539e-06],[1.65777996e-05],[-0.1433583],[0.50000352],[-0.50000708],[-0.49999454],[-0.49999485],[0.00079234],[8.26264262e-05],[0.00057838],[0.00079234],[8.26264262e-05],[0.00057838],[3500.],[3500.],[3500.],0.0,0.0,0.0
