Time,True X,True Y,True Z,True VX,True VY,True VZ,True qw,True qx,True qy,True qz,True wx,True wy,True wz,Barometer,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,GPS Latitude,GPS Longitude,GPS Altitude,Estimated X,Estimated Y,Estimated Z,Estimated VX,Estimated VY,Estimated VZ,Estimated aX,Estimated aY,Estimated aZ,Estimated qw,Estimated qx,Estimated qy,Estimated qz,Estimated wx,Estimated wy,Estimated wz,Estimated Cbx,Estimated Cby,Estimated Cbz,Error Signal,Controller Output,Airbrake Deployment Level
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.08223783],[nan],[nan],[nan],[0.00085017],[-1.93050016e-05],[0.00035978],[-0.00774167],[0.09992109],[1.12759233],[32.9902545],[-106.97499643],[-3.70171636],[0.09036639],[0.03391762],[-0.08793195],[0.],[0.],[0.],[0.50000038],[-0.49999962],[-0.50000033],[-0.49999967],[0.00081409],[-1.84859273e-05],[0.00034451],[0.00081409],[-1.84859273e-05],[0.00034451],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.09036639],[0.03391762],[-0.08793195],[0.],[0.],[0.],[0.50000181],[-0.49999905],[-0.50000094],[-0.4999982],[0.00081409],[-1.84859273e-05],[0.00034451],[0.00081409],[-1.84859273e-05],[0.00034451],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[-0.07503987],[9.75675877],[0.00086783],[-0.00104616],[-0.00130698],[0.00169435],[-0.00044468],[0.0034987],[-0.10946616],[0.9222812],[nan],[nan],[nan],[0.09036642],[0.0339176],[-0.08146275],[8.98283253e-06],[-1.04241195e-05],[0.00592407],[0.50000319],[-0.49999904],[-0.5000005],[-0.49999726],[-0.00095651],[0.00141013],[-0.00031469],[-0.00095651],[0.00141013],[-0.00031469],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.09036646],[0.03391755],[-0.08143313],[1.34749264e-05],[-1.5636957e-05],[0.00567462],[0.50000337],[-0.49999808],[-0.49999794],[-0.50000061],[-0.00095651],[0.00141013],[-0.00031469],[-0.00095651],[0.00141013],[-0.00031469],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.09525429],[9.75767578],[-0.00055033],[0.00012],[6.6779927e-05],[-0.00029928],[0.00019981],[0.00234505],[-0.0161966],[0.97127568],[nan],[nan],[nan],[0.09036653],[0.03391749],[-0.02083447],[1.42534603e-05],[-1.82268435e-05],[0.1787682],[0.50000373],[-0.49999719],[-0.49999516],[-0.50000392],[-0.00010625],[-1.05031333e-05],[0.00011276],[-0.00010625],[-1.05031333e-05],[0.00011276],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.0903666],[0.0339174],[-0.01994063],[1.16086262e-05],[-1.83875957e-05],[0.17852331],[0.50000373],[-0.49999747],[-0.4999949],[-0.5000039],[-0.00010625],[-1.05031333e-05],[0.00011276],[-0.00010625],[-1.05031333e-05],[0.00011276],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.09036666],[0.03391731],[-0.01904802],[8.96379205e-06],[-1.85483478e-05],[0.17827841],[0.50000372],[-0.49999776],[-0.49999464],[-0.50000388],[-0.00010625],[-1.05031333e-05],[0.00011276],[-0.00010625],[-1.05031333e-05],[0.00011276],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[0.24053184],[9.75661236],[-0.0007861],[0.00194112],[-1.8511594e-05],[-0.00044746],[-0.00012503],[0.01724854],[0.03311372],[1.01506292],[nan],[nan],[nan],[0.0903667],[0.03391729],[0.05500705],[5.19883365e-06],[-9.52938278e-06],[0.63289152],[0.50000352],[-0.4999975],[-0.49999552],[-0.50000346],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.09036673],[0.03391724],[0.05817151],[1.44655992e-06],[-6.10494671e-07],[0.63264136],[0.50000287],[-0.49999791],[-0.49999609],[-0.50000312],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[nan],[0.09036673],[0.03391724],[0.06133472],[-2.3057138e-06],[8.30839344e-06],[0.6323912],[0.50000223],[-0.49999832],[-0.49999666],[-0.50000279],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[-2.98277461e-05],[-0.00039282],[-9.54279471e-05],[3500.],[3500.],[3500.],0.0,0.0,0.0
